Time ( s )	Y (  )
1.0630	303.601
1.0640	304.198
1.0650	304.796
1.0660	305.195
1.0670	305.792
1.0680	306.589
1.0690	307.187
1.0700	307.984
1.0710	308.581
1.0720	309.378
1.0730	310.175
1.0740	310.972
1.0750	311.968
1.0760	312.964
1.0770	313.761
1.0780	314.558
1.0790	315.753
1.0800	316.750
1.0810	317.746
1.0820	318.742
1.0830	319.937
1.0840	321.133
1.0850	322.527
1.0860	323.523
1.0870	324.918
1.0880	326.113
1.0890	327.309
1.0900	328.902
1.0910	330.098
1.0920	331.492
1.0930	332.887
1.0940	334.281
1.0950	335.676
1.0960	337.071
1.0970	338.664
1.0980	340.059
1.0990	341.653
1.1000	343.247
1.1010	344.641
1.1020	346.036
1.1030	347.629
1.1040	349.223
1.1050	350.618
1.1060	352.012
1.1070	353.606
1.1080	355.001
1.1090	356.395
1.1100	357.790
1.1110	359.185
1.1120	360.579
1.1130	361.774
1.1140	362.970
1.1150	364.165
1.1160	365.360
1.1170	366.357
1.1180	367.552
1.1190	368.548
1.1200	369.544
1.1210	370.341
1.1220	371.337
1.1230	372.333
1.1240	373.130
1.1250	373.927
1.1260	374.525
1.1270	375.122
1.1280	375.919
1.1290	376.318
1.1300	376.916
1.1310	377.314
1.1320	377.712
1.1330	378.111
1.1340	378.310
1.1350	378.509
1.1360	378.709
1.1370	378.709
1.1380	378.908
1.1390	378.908
1.1400	378.908
1.1410	378.709
1.1420	378.509
1.1430	378.310
1.1440	378.111
1.1450	377.712
1.1460	377.314
1.1470	377.115
1.1480	376.716
1.1490	376.119
1.1500	375.521
1.1510	375.122
1.1520	374.525
1.1530	373.927
1.1540	373.130
1.1550	372.533
1.1560	371.935
1.1570	371.138
1.1580	370.341
1.1590	369.544
1.1600	368.747
1.1610	367.950
1.1620	367.154
1.1630	366.157
1.1640	365.360
1.1650	364.364
1.1660	363.567
1.1670	362.571
1.1680	361.774
1.1690	360.778
1.1700	359.782
1.1710	358.786
1.1720	357.790
1.1730	356.794
1.1740	355.997
1.1750	355.001
1.1760	354.005
1.1770	353.009
1.1780	352.012
1.1790	351.016
1.1800	350.020
1.1810	349.024
1.1820	348.028
1.1830	346.833
1.1840	345.836
1.1850	344.840
1.1860	344.043
1.1870	343.047
1.1880	341.852
1.1890	340.856
1.1900	340.059
1.1910	339.063
1.1920	338.067
1.1930	337.071
1.1940	336.074
1.1950	335.078
1.1960	334.082
1.1970	333.285
1.1980	332.289
1.1990	331.293
1.2000	330.496
1.2010	329.500
1.2020	328.703
1.2030	327.707
1.2040	326.910
1.2050	325.914
1.2060	324.918
1.2070	324.121
1.2080	323.324
1.2090	322.527
1.2100	321.531
1.2110	320.734
1.2120	319.937
1.2130	319.140
1.2140	318.144
1.2150	317.547
1.2160	316.750
1.2170	315.953
1.2180	315.156
1.2190	314.359
1.2200	313.562
1.2210	312.964
1.2220	312.167
1.2230	311.371
1.2240	310.574
1.2250	309.976
1.2260	309.179
1.2270	308.581
1.2280	307.785
1.2290	307.187
1.2300	306.589
1.2310	305.991
1.2320	305.394
1.2330	304.796
1.2340	304.198
1.2350	303.601
1.2360	303.003
1.2370	302.605
1.2380	302.007
1.2390	301.409
1.2400	301.011
1.2410	300.413
1.2420	300.015
1.2430	299.417
1.2440	299.019
1.2450	298.620
1.2460	298.022
1.2470	297.624
1.2480	297.226
1.2490	296.628
1.2500	296.229
1.2510	295.831
1.2520	295.433
1.2530	295.233
1.2540	294.835
1.2550	294.436
1.2560	294.038
1.2570	293.839
1.2580	293.440
1.2590	293.042
1.2600	292.643
1.2610	292.444
1.2620	292.046
1.2630	291.847
1.2640	291.448
1.2650	291.249
1.2660	290.850
1.2670	290.651
1.2680	290.253
1.2690	290.053
1.2700	289.854
1.2710	289.655
1.2720	289.456
1.2730	289.257
1.2740	289.057
1.2750	289.057
1.2760	288.858
1.2770	288.659
1.2780	288.460
1.2790	288.260
1.2800	288.260
1.2810	288.061
1.2820	287.862
1.2830	287.862
1.2840	287.663
1.2850	287.663
1.2860	287.464
1.2870	287.464
1.2880	287.464
