Time ( s )	Y (  )
0.8320	117.191
0.8330	117.191
0.8340	117.191
0.8350	117.191
0.8360	117.191
0.8370	117.191
0.8380	117.191
0.8390	117.191
0.8400	117.191
0.8410	117.191
0.8420	117.191
0.8430	117.191
0.8440	117.191
0.8450	117.191
0.8460	117.191
0.8470	117.191
0.8480	117.191
0.8490	117.191
0.8500	117.191
0.8510	117.191
0.8520	117.191
0.8530	117.191
0.8540	117.191
0.8550	117.191
0.8560	117.191
0.8570	117.191
0.8580	117.191
0.8590	117.191
0.8600	117.191
0.8610	117.191
0.8620	117.191
0.8630	117.191
0.8640	117.191
0.8650	117.191
0.8660	117.191
0.8670	117.191
0.8680	117.191
0.8690	117.191
0.8700	117.191
0.8710	117.191
0.8720	117.191
0.8730	117.191
0.8740	117.191
0.8750	117.191
0.8760	117.191
0.8770	117.191
0.8780	117.191
0.8790	117.191
0.8800	117.191
0.8810	117.191
0.8820	117.191
0.8830	117.191
0.8840	117.191
0.8850	117.191
0.8860	117.191
0.8870	117.191
0.8880	117.191
0.8890	117.191
0.8900	117.191
0.8910	117.191
0.8920	117.191
0.8930	117.191
0.8940	117.191
0.8950	117.191
0.8960	117.191
0.8970	117.191
0.8980	117.191
0.8990	117.191
0.9000	117.191
0.9010	117.191
0.9020	117.191
0.9030	117.191
0.9040	117.191
0.9050	117.191
0.9060	117.191
0.9070	117.191
0.9080	117.191
0.9090	117.191
0.9100	117.191
0.9110	117.191
0.9120	117.191
0.9130	117.191
0.9140	117.191
0.9150	117.191
0.9160	117.191
0.9170	117.191
0.9180	117.191
0.9190	117.191
0.9200	117.191
0.9210	117.191
0.9220	117.191
0.9230	117.191
0.9240	117.191
0.9250	117.191
0.9260	117.191
0.9270	117.191
0.9280	117.191
0.9290	117.191
0.9300	117.191
0.9310	117.191
0.9320	117.191
0.9330	117.191
0.9340	117.191
0.9350	117.191
0.9360	117.191
0.9370	117.191
0.9380	117.191
0.9390	117.191
0.9400	117.191
0.9410	117.191
0.9420	117.191
0.9430	117.191
0.9440	117.191
0.9450	117.191
0.9460	117.191
0.9470	117.191
0.9480	117.191
0.9490	117.191
